vpath
/data/kinetics700/train/cutting apple/1tZzP_idPl4_000016_000026.mp4
/data/kinetics700/train/cutting apple/RYkcVKAREAI_000017_000027.mp4
/data/kinetics700/train/cutting apple/qynr-NdRTIY_000028_000038.mp4
/data/kinetics700/train/cutting apple/_0-cM36dlfE_000009_000019.mp4
/data/kinetics700/train/cutting apple/RM55mPp0An8_000000_000010.mp4
/data/kinetics700/train/cutting apple/Zco2PhGqQ60_000020_000030.mp4
/data/kinetics700/train/cutting apple/vq44-CQ6A6Q_000064_000074.mp4
/data/kinetics700/train/cutting apple/mx5NEmRswiE_000018_000028.mp4
/data/kinetics700/train/cutting apple/6Iuo05KLqso_000005_000015.mp4
/data/kinetics700/train/cutting apple/3i1NNqJq6cg_000609_000619.mp4
/data/kinetics700/train/cutting apple/WvmCwmYj44I_000000_000010.mp4
/data/kinetics700/train/cutting apple/auWni_e5bwE_000009_000019.mp4
/data/kinetics700/train/cutting apple/YxeDpSCu8ug_000004_000014.mp4
/data/kinetics700/train/cutting apple/h4fNCbHVtg0_000093_000103.mp4
/data/kinetics700/train/cutting apple/pLRKEmu1HME_000004_000014.mp4
/data/kinetics700/train/cutting apple/zV_0wiAC-YE_000080_000090.mp4
/data/kinetics700/train/cutting apple/1XxiUvU8ftk_000025_000035.mp4
/data/kinetics700/train/cutting apple/kv3p6JTD6Ng_000002_000012.mp4
/data/kinetics700/train/cutting apple/jHE547R0hsQ_000041_000051.mp4
/data/kinetics700/train/cutting apple/elRjfHmV9mo_000002_000012.mp4
/data/kinetics700/train/cutting apple/nleMG9y2MIM_000016_000026.mp4
/data/kinetics700/train/cutting apple/mknkRxWbJlE_000000_000010.mp4
/data/kinetics700/train/cutting apple/emUpoI-bQN0_000000_000010.mp4
/data/kinetics700/train/cutting apple/_kCcumHq3GQ_000005_000015.mp4
/data/kinetics700/train/cutting apple/3hAs1eJlis0_000131_000141.mp4
/data/kinetics700/train/cutting apple/iZ7PfmbyVd0_000116_000126.mp4
/data/kinetics700/train/cutting apple/SEhmPkr1j7E_000013_000023.mp4
/data/kinetics700/train/cutting apple/ea-AUq44Sy8_000027_000037.mp4
/data/kinetics700/train/cutting apple/KAFLgtnjt2Q_000004_000014.mp4
/data/kinetics700/train/cutting apple/hHYk0ohkJdk_000017_000027.mp4
/data/kinetics700/train/cutting apple/C_wPJUI92R4_000000_000010.mp4
/data/kinetics700/train/cutting apple/GBc4c50sThA_000031_000041.mp4
/data/kinetics700/train/cutting apple/J17KHgaEWeg_000040_000050.mp4
/data/kinetics700/train/cutting apple/weVJEOrg9rM_000046_000056.mp4
/data/kinetics700/train/cutting apple/kxFRLrJqOxo_000069_000079.mp4
/data/kinetics700/train/cutting apple/KHs2GWh4rj4_000008_000018.mp4
/data/kinetics700/train/cutting apple/7FXt5aYowp4_000004_000014.mp4
/data/kinetics700/train/cutting apple/liERKX_RgIY_000023_000033.mp4
/data/kinetics700/train/cutting apple/1vFXz_q3UCE_000063_000073.mp4
/data/kinetics700/train/cutting apple/yNRRcShU-Fs_000014_000024.mp4
/data/kinetics700/train/cutting apple/Mdh91suqclo_000039_000049.mp4
/data/kinetics700/train/cutting apple/E3hC4bvgfU0_000081_000091.mp4
/data/kinetics700/train/cutting apple/rZvMlzVxQJE_000026_000036.mp4
/data/kinetics700/train/cutting apple/t6-PZWOW1wI_000000_000010.mp4
/data/kinetics700/train/cutting apple/z1rckHt-LK8_000000_000010.mp4
/data/kinetics700/train/cutting apple/7bazW_Zhp7o_000044_000054.mp4
/data/kinetics700/train/cutting apple/RoxF8Vsligk_000016_000026.mp4
/data/kinetics700/train/cutting apple/MLBg0Av0FOc_000051_000061.mp4
/data/kinetics700/train/cutting apple/-jQCY1wLa6w_000034_000044.mp4
/data/kinetics700/train/cutting apple/5LRFJ9HIp5E_000007_000017.mp4
/data/kinetics700/train/cutting apple/3NDjv6R83fk_000026_000036.mp4
/data/kinetics700/train/cutting apple/_eP9fggacBY_000015_000025.mp4
/data/kinetics700/train/cutting apple/-ZoW0nCjxJw_000001_000011.mp4
/data/kinetics700/train/cutting apple/4EYFVwdLjDI_000000_000010.mp4
/data/kinetics700/train/cutting apple/DiOnE1s0fx0_000002_000012.mp4
/data/kinetics700/train/cutting apple/bXvsaOu4yh8_000031_000041.mp4
/data/kinetics700/train/cutting apple/gmcQSN5u1g8_000008_000018.mp4
/data/kinetics700/train/cutting apple/D-8y7oyHK4Q_000007_000017.mp4
/data/kinetics700/train/cutting apple/6vazJwucCM4_000022_000032.mp4
/data/kinetics700/train/cutting apple/-jLJGzpHBwk_000000_000010.mp4
/data/kinetics700/train/cutting apple/DBaqB-AdAqE_000062_000072.mp4
/data/kinetics700/train/cutting apple/u0-V-4fEWrw_000069_000079.mp4
/data/kinetics700/train/cutting apple/VGT6dwpKNlA_000056_000066.mp4
/data/kinetics700/train/cutting apple/2vFrh11awi4_000099_000109.mp4
/data/kinetics700/train/cutting apple/--ijHZ19K_M_000025_000035.mp4
/data/kinetics700/train/cutting apple/jeyjUKvx1iQ_000000_000010.mp4
/data/kinetics700/train/cutting apple/smCwTYzKrpE_000053_000063.mp4
/data/kinetics700/train/cutting apple/y7hn2Ya16ug_000178_000188.mp4
/data/kinetics700/train/cutting apple/ym5-UWzAnDQ_000097_000107.mp4
/data/kinetics700/train/cutting apple/WuvZB8xyvIw_000005_000015.mp4
/data/kinetics700/train/cutting apple/X6fr1rznSe8_000003_000013.mp4
/data/kinetics700/train/cutting apple/Mq01NBnVeNs_000000_000010.mp4
/data/kinetics700/train/cutting apple/bnihz-Rxx7Q_000012_000022.mp4
/data/kinetics700/train/cutting apple/oXSZ7BbaSjQ_000012_000022.mp4
/data/kinetics700/train/cutting apple/ADn59oiMEkQ_000063_000073.mp4
/data/kinetics700/train/cutting apple/3MqGL9pqC2s_000021_000031.mp4
/data/kinetics700/train/cutting apple/pfgeGNxTxK4_000048_000058.mp4
/data/kinetics700/train/cutting apple/sUkTNb-sfLU_000002_000012.mp4
/data/kinetics700/train/cutting apple/YsoZOHs2QQk_000018_000028.mp4
/data/kinetics700/train/cutting apple/lRI-O1_ljto_000000_000010.mp4
/data/kinetics700/train/cutting apple/zqNdweGZ5lo_000000_000010.mp4
/data/kinetics700/train/cutting apple/tj_3DPqTmSM_000039_000049.mp4
/data/kinetics700/train/cutting apple/MH9D1KjliDY_000008_000018.mp4
/data/kinetics700/train/cutting apple/8oFcoOGSaJk_000164_000174.mp4
/data/kinetics700/train/cutting apple/WFu0w5gjoQM_000035_000045.mp4
/data/kinetics700/train/cutting apple/YiCeaLUUvHo_000005_000015.mp4
/data/kinetics700/train/cutting apple/ACbvvBlE5yE_000015_000025.mp4
/data/kinetics700/train/cutting apple/lhvqzEIVx4o_000000_000010.mp4
/data/kinetics700/train/cutting apple/M6rTTo2y4N0_000146_000156.mp4
