vpath
/data/kinetics700/train/battle rope training/W5I5J5JK_Tc_000036_000046.mp4
/data/kinetics700/train/battle rope training/fAEYTC0hgBY_000013_000023.mp4
/data/kinetics700/train/battle rope training/rbUYpqN_Ucs_000008_000018.mp4
/data/kinetics700/train/battle rope training/r--Q25lBFkg_000007_000017.mp4
/data/kinetics700/train/battle rope training/g479AGaiD78_000075_000085.mp4
/data/kinetics700/train/battle rope training/_vNzI5dsRNE_000006_000016.mp4
/data/kinetics700/train/battle rope training/m3TcJb2PQv0_000036_000046.mp4
/data/kinetics700/train/battle rope training/JDdb4kNuKOE_000014_000024.mp4
/data/kinetics700/train/battle rope training/1KaCkjBjCNA_000038_000048.mp4
/data/kinetics700/train/battle rope training/a-APH0A_8FU_000001_000011.mp4
/data/kinetics700/train/battle rope training/N9llqAOE05k_000010_000020.mp4
/data/kinetics700/train/battle rope training/_-kclLM0Mak_000012_000022.mp4
/data/kinetics700/train/battle rope training/6TU9abmLtgI_000167_000177.mp4
/data/kinetics700/train/battle rope training/K-RhT-IEl3I_000083_000093.mp4
/data/kinetics700/train/battle rope training/rD39kZLjdns_000013_000023.mp4
/data/kinetics700/train/battle rope training/zFGFhvrnfa0_000000_000010.mp4
/data/kinetics700/train/battle rope training/uHAZ3ql-WOA_000000_000010.mp4
/data/kinetics700/train/battle rope training/D4fkTLdxt8o_000011_000021.mp4
/data/kinetics700/train/battle rope training/MtWy5v5WV2k_000147_000157.mp4
/data/kinetics700/train/battle rope training/jGZS2l1dmkA_000000_000010.mp4
/data/kinetics700/train/battle rope training/JoGCRVmwo1Y_000014_000024.mp4
/data/kinetics700/train/battle rope training/dm8jRVaTVU8_000000_000010.mp4
/data/kinetics700/train/battle rope training/GdlY44zzhiw_000000_000010.mp4
/data/kinetics700/train/battle rope training/Vd1dS9ID4x0_000000_000010.mp4
/data/kinetics700/train/battle rope training/p-buxoFrvyQ_000000_000010.mp4
/data/kinetics700/train/battle rope training/BeA4P3wDG74_000025_000035.mp4
/data/kinetics700/train/battle rope training/Y7UK4dpFWLM_000000_000010.mp4
/data/kinetics700/train/battle rope training/_scm95gcfgk_000006_000016.mp4
/data/kinetics700/train/battle rope training/O595AL4Aq5s_000017_000027.mp4
/data/kinetics700/train/battle rope training/j6aC7KHCJQU_000049_000059.mp4
/data/kinetics700/train/battle rope training/sHATBRBmItg_000000_000010.mp4
/data/kinetics700/train/battle rope training/asDVJSw669I_000006_000016.mp4
/data/kinetics700/train/battle rope training/WpPP6X45dKI_000028_000038.mp4
/data/kinetics700/train/battle rope training/ohr73R8ZWSE_000006_000016.mp4
/data/kinetics700/train/battle rope training/hHdt-T-9m8k_000097_000107.mp4
/data/kinetics700/train/battle rope training/S72YftODr10_000271_000281.mp4
/data/kinetics700/train/battle rope training/Y7q2hT4zUF4_000000_000010.mp4
/data/kinetics700/train/battle rope training/TDJm38taDlw_000021_000031.mp4
/data/kinetics700/train/battle rope training/JIJQM7S_jVk_000002_000012.mp4
/data/kinetics700/train/battle rope training/ezl8nOxdA6k_000012_000022.mp4
/data/kinetics700/train/battle rope training/Q2L3tDbuIus_000000_000010.mp4
/data/kinetics700/train/battle rope training/H4kuPk-j3MA_000003_000013.mp4
/data/kinetics700/train/battle rope training/E2iBgyvSZ9U_000192_000202.mp4
/data/kinetics700/train/battle rope training/p9sJDdx6um8_000033_000043.mp4
/data/kinetics700/train/battle rope training/NYG2nViGaIU_000207_000217.mp4
/data/kinetics700/train/battle rope training/Mq2Ev8TnsBU_000000_000010.mp4
/data/kinetics700/train/battle rope training/0d5YAyiP5-M_000001_000011.mp4
/data/kinetics700/train/battle rope training/K6kVpkDVZ-4_000153_000163.mp4
/data/kinetics700/train/battle rope training/dMKuRMgyZVA_000027_000037.mp4
/data/kinetics700/train/battle rope training/Rk1-UdNuaLQ_000020_000030.mp4
/data/kinetics700/train/battle rope training/387Fk-LZs5Q_000006_000016.mp4
/data/kinetics700/train/battle rope training/kEiBIhcR-xo_000000_000010.mp4
/data/kinetics700/train/battle rope training/U972CMeZoxU_000006_000016.mp4
/data/kinetics700/train/battle rope training/s0LMSrBZ71I_000000_000010.mp4
/data/kinetics700/train/battle rope training/KQFAC78WKf8_000000_000010.mp4
/data/kinetics700/train/battle rope training/Pom-erzY77Q_000176_000186.mp4
/data/kinetics700/train/battle rope training/OA1V7Uzz820_000000_000010.mp4
/data/kinetics700/train/battle rope training/NG1Yw9jKnM0_000000_000010.mp4
/data/kinetics700/train/battle rope training/2rv0vPhN_Tw_000027_000037.mp4
/data/kinetics700/train/battle rope training/BAsaqEuMtBY_000081_000091.mp4
/data/kinetics700/train/battle rope training/wLVPhN9sKNE_000030_000040.mp4
/data/kinetics700/train/battle rope training/mqfgmPajZ2M_000010_000020.mp4
/data/kinetics700/train/battle rope training/vbcGcJ7Q18Y_000137_000147.mp4
/data/kinetics700/train/battle rope training/4fDauR8Owtk_000091_000101.mp4
/data/kinetics700/train/battle rope training/CFHGydNHopU_000032_000042.mp4
/data/kinetics700/train/battle rope training/9tHZFJPCIUc_000015_000025.mp4
/data/kinetics700/train/battle rope training/D9VadkaQatM_000030_000040.mp4
/data/kinetics700/train/battle rope training/V8npKv46eFg_000023_000033.mp4
/data/kinetics700/train/battle rope training/2Hr0tto-lHo_000006_000016.mp4
/data/kinetics700/train/battle rope training/XOMMuusJMZ8_000000_000010.mp4
/data/kinetics700/train/battle rope training/D59BZrEYhrY_000011_000021.mp4
/data/kinetics700/train/battle rope training/HGpSFaLpF7E_000047_000057.mp4
/data/kinetics700/train/battle rope training/_7WFj9GcBc0_000000_000010.mp4
/data/kinetics700/train/battle rope training/Emc4SsrL2ac_000000_000010.mp4
/data/kinetics700/train/battle rope training/hFFLtQX64dA_000000_000010.mp4
/data/kinetics700/train/battle rope training/vK2SsRa6zmo_000059_000069.mp4
/data/kinetics700/train/battle rope training/QpPHMiFrs2c_000012_000022.mp4
/data/kinetics700/train/battle rope training/f37FGY9IX9c_000036_000046.mp4
/data/kinetics700/train/battle rope training/giQIuTNyGx8_000000_000010.mp4
/data/kinetics700/train/battle rope training/G1VYg7i9m28_000089_000099.mp4
/data/kinetics700/train/battle rope training/uDTuAV1CJtw_000000_000010.mp4
/data/kinetics700/train/battle rope training/mrykAcn79B8_000020_000030.mp4
