vpath
/data/kinetics700/train/walking on stilts/LNLHB7s7UMo_000001_000011.mp4
/data/kinetics700/train/walking on stilts/HsSu3BczZj4_000046_000056.mp4
/data/kinetics700/train/walking on stilts/z_WSSEtcYC8_000000_000010.mp4
/data/kinetics700/train/walking on stilts/rU8Mzc2_7FE_000000_000010.mp4
/data/kinetics700/train/walking on stilts/tlx8eAdcu-Q_000001_000011.mp4
/data/kinetics700/train/walking on stilts/S0oRbTU3LJk_000032_000042.mp4
/data/kinetics700/train/walking on stilts/Pm2MprPwHL4_000036_000046.mp4
/data/kinetics700/train/walking on stilts/sSx_HpeoFcI_000021_000031.mp4
/data/kinetics700/train/walking on stilts/Te0ES1ehYBU_000017_000027.mp4
/data/kinetics700/train/walking on stilts/diGwkj5Ly_o_000006_000016.mp4
/data/kinetics700/train/walking on stilts/sCjPuD1kMIE_000000_000010.mp4
/data/kinetics700/train/walking on stilts/ep6y0c9eKuk_000092_000102.mp4
/data/kinetics700/train/walking on stilts/ll4-zg3Dbw8_000002_000012.mp4
/data/kinetics700/train/walking on stilts/RJ0u7VfB-mU_000000_000010.mp4
/data/kinetics700/train/walking on stilts/ELrEs2c9Nig_000088_000098.mp4
/data/kinetics700/train/walking on stilts/pwitAO0OrHE_000025_000035.mp4
/data/kinetics700/train/walking on stilts/b_QtWsscEO0_000006_000016.mp4
/data/kinetics700/train/walking on stilts/n0o5ZTwXlzg_000009_000019.mp4
/data/kinetics700/train/walking on stilts/TRz24feBLlA_000000_000010.mp4
/data/kinetics700/train/walking on stilts/fvSKK0L7NA0_000025_000035.mp4
/data/kinetics700/train/walking on stilts/WtmwZABHyD4_000056_000066.mp4
/data/kinetics700/train/walking on stilts/CdouaxZmkSM_000001_000011.mp4
/data/kinetics700/train/walking on stilts/tdC967Bn5EA_000002_000012.mp4
/data/kinetics700/train/walking on stilts/Qvca7mArii4_000003_000013.mp4
/data/kinetics700/train/walking on stilts/yWiJnGvpW7g_000060_000070.mp4
/data/kinetics700/train/walking on stilts/h0UkD7HRiGE_000022_000032.mp4
/data/kinetics700/train/walking on stilts/fvb5abRzR60_000789_000799.mp4
/data/kinetics700/train/walking on stilts/wWv5lXPylNc_000024_000034.mp4
/data/kinetics700/train/walking on stilts/om29SVKjrDY_000078_000088.mp4
/data/kinetics700/train/walking on stilts/WYEbVjBqWlY_000016_000026.mp4
/data/kinetics700/train/walking on stilts/JbtoR0VNC4Q_000074_000084.mp4
